;ESTACION;MAGNITUD;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
1;4;1;2021;1;5;V;5;V;5;V;5;V;6;V;5;V;4;V;3;V;0;N;0;N;4;N;4;V;5;V;8;V;8;V;9;V;8;V;9;V;9;V;6;N;0;N;5;N;4;N;0;N;2;N;3;N;3;N;0;N;0;N;0;N;0;N
2;4;1;2021;2;10;N;11;V;10;N;12;N;10;V;11;V;9;V;7;V;7;V;8;V;11;V;11;V;9;V;8;V;9;V;10;V;11;V;10;V;11;V;9;V;9;V;9;V;8;V;9;V;10;V;10;V;9;V;9;V;0;N;0;N;0;N
3;4;1;2021;3;10;V;10;V;12;V;10;V;10;V;10;V;10;V;10;V;8;V;8;V;10;V;10;V;8;V;8;V;9;V;9;V;9;V;10;V;8;V;7;V;7;V;10;V;9;V;10;V;10;V;10;V;9;V;9;V;10;V;10;V;10;V
4;4;1;2021;4;9;V;10;V;10;V;9;V;9;V;10;V;9;V;10;V;11;V;10;N;11;V;9;V;11;V;10;N;11;V;11;V;8;V;9;V;10;V;11;V;11;V;11;V;11;V;11;V;11;V;11;V;12;V;12;V;11;V;11;V;0;N
5;4;1;2021;5;11;V;11;V;11;V;10;V;10;V;11;V;10;V;10;V;10;V;11;V;10;V;11;V;11;V;10;V;10;V;9;V;9;V;9;V;9;V;9;V;9;V;10;V;10;V;11;V;10;V;9;V;10;V;9;V;9;V;9;V;9;V
6;4;1;2021;6;10;V;10;V;10;V;10;V;11;V;10;V;10;V;9;V;9;V;9;V;9;V;9;V;9;V;9;V;9;V;10;V;11;V;11;V;10;V;11;V;11;V;11;V;11;V;10;V;10;V;9;V;9;V;9;V;9;V;10;V;0;N
7;4;1;2021;7;10;V;9;V;8;V;8;V;8;V;10;V;10;V;10;V;9;V;9;V;9;V;9;N;8;V;8;V;7;V;7;V;7;V;7;V;7;V;7;V;7;V;8;V;8;V;7;V;7;V;12;N;7;V;7;V;7;V;7;V;8;V
8;4;1;2021;8;8;V;8;V;7;V;7;V;7;V;7;N;8;V;8;V;8;V;8;V;8;V;8;V;9;N;0;N;0;N;8;N;8;V;8;V;8;V;8;V;8;V;8;V;8;V;8;V;9;V;9;V;8;V;9;V;9;V;9;V;9;V
9;4;1;2021;9;10;V;11;V;10;V;10;V;10;V;10;V;9;V;10;V;10;V;10;V;10;V;10;V;11;V;12;V;11;V;11;V;11;V;10;V;10;V;10;V;10;V;10;V;10;V;10;V;10;V;10;V;11;V;11;V;11;V;10;V;0;N
10;4;1;2021;10;12;N;0;N;0;N;0;N;0;N;0;N;0;N;9;N;11;N;11;N;11;N;11;N;12;N;13;N;12;N;12;N;11;N;12;N;4;V;4;V;3;V;3;V;4;V;4;V;6;N;0;N;0;N;0;N;0;N;0;N;0;N
11;4;8;2021;1;10;V;23;V;29;V;29;V;54;V;34;V;34;V;27;V;0;N;0;N;47;N;60;V;79;V;91;V;90;V;89;V;79;V;79;V;69;V;60;N;0;N;23;N;25;N;0;N;124;N;91;N;101;N;0;N;0;N;0;N;0;N
12;4;8;2021;2;27;N;28;V;29;N;56;N;33;V;25;V;11;V;17;V;24;V;26;V;66;N;33;V;27;V;26;V;38;V;52;V;56;V;49;V;54;N;30;V;10;V;24;N;36;V;35;V;33;V;39;V;35;V;15;V;0;N;0;N;0;N
13;4;8;2021;3;39;V;37;V;48;V;45;V;41;V;20;V;21;V;36;V;25;V;42;V;36;V;29;V;27;V;22;V;28;V;19;V;19;V;23;V;16;V;11;V;18;V;50;V;57;V;48;V;49;V;38;V;24;V;16;V;27;V;32;V;30;V
14;4;8;2021;4;14;V;12;V;22;V;24;V;33;V;37;V;25;V;25;V;29;V;15;V;11;V;26;V;27;N;27;V;25;V;27;V;14;V;13;V;23;N;27;V;23;V;31;V;27;V;14;V;20;V;32;V;35;V;27;V;24;V;28;V;0;N
15;4;8;2021;5;16;V;12;V;12;V;25;V;41;V;40;V;29;V;24;V;13;V;18;V;17;V;14;V;17;V;14;V;13;V;7;V;21;V;31;V;19;V;31;V;37;V;11;V;10;V;21;V;22;V;26;V;26;V;26;V;23;V;10;V;21;V
16;4;8;2021;6;19;V;26;V;24;V;28;V;15;V;23;V;32;V;34;V;32;V;27;V;25;V;11;V;11;V;22;V;19;V;20;V;24;V;16;V;12;V;9;V;15;V;27;V;19;V;24;V;27;V;26;V;10;V;20;V;25;V;25;V;0;N
17;4;8;2021;7;39;V;40;V;19;V;8;V;14;V;19;V;23;V;24;V;30;V;34;V;23;V;20;V;17;V;19;V;23;V;29;V;20;V;13;V;30;V;38;V;36;V;39;V;36;V;12;V;12;V;25;V;28;V;24;V;20;V;18;V;9;V
18;4;8;2021;8;7;V;17;V;26;V;14;V;26;V;19;N;7;V;12;V;15;V;20;V;32;V;18;V;49;N;0;N;0;N;37;N;13;V;15;V;20;V;17;V;24;V;26;V;22;V;15;V;18;V;26;V;22;V;14;V;10;V;12;V;18;V
19;4;8;2021;9;17;V;18;V;20;V;23;V;22;V;22;V;17;V;10;V;11;V;10;V;14;V;17;V;21;V;15;V;22;N;44;V;39;V;24;V;26;V;31;V;20;V;29;V;25;V;34;V;29;V;17;V;54;V;47;V;44;V;41;V;0;N
20;4;8;2021;10;56;N;0;N;0;N;0;N;0;N;0;N;0;N;60;N;43;V;29;V;40;V;39;V;55;V;67;V;56;V;65;V;33;V;46;V;48;V;40;V;36;V;24;V;36;V;42;V;48;N;0;N;0;N;0;N;0;N;0;N;0;N
21;8;1;2021;1;2;V;3;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;2;V;4;N;421;N;420;N;131;N;3;N;2;N;98;N;107;N;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
22;8;1;2021;2;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;0;N;0;N;0;N
23;8;1;2021;3;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;3;V;4;V;4;V;4;V
24;8;1;2021;4;3;V;3;V;3;V;3;V;3;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;3;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;0;N
25;8;1;2021;5;3;V;3;V;3;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V
26;8;1;2021;6;4;V;4;V;4;V;4;V;4;V;4;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;4;V;4;V;4;V;4;V;5;V;4;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;0;N
27;8;1;2021;7;6;V;6;V;5;V;5;V;5;V;4;V;5;V;5;V;5;V;5;V;6;V;5;V;5;V;5;V;5;V;6;V;7;V;7;V;6;V;6;V;6;V;6;N;7;V;6;V;6;V;5;V;6;V;7;V;7;V;6;V;5;V
28;8;1;2021;8;6;V;6;V;6;V;6;V;7;V;6;V;6;V;6;V;6;V;7;V;8;V;19;N;14;N;0;N;0;N;0;N;9;N;13;V;15;V;12;V;9;V;8;V;8;V;8;V;8;V;8;V;8;V;7;V;6;V;6;V;6;V
29;8;1;2021;9;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;5;V;5;V;5;V;5;V;6;V;4;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;0;N
30;8;1;2021;10;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;N;1;V;1;V;1;V;1;V;2;V;2;V;1;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V
31;8;1;2021;11;2;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;0;N
32;8;1;2021;12;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;5;V;5;V;4;V;4;V;4;V;3;V;4;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V
33;8;8;2021;1;23;V;36;V;42;V;47;V;61;V;41;V;43;V;35;V;24;V;27;V;39;V;57;V;69;V;76;V;78;V;82;V;68;V;83;V;72;V;72;V;32;V;32;V;20;V;19;V;28;V;30;V;32;V;25;V;27;V;20;V;17;V
34;8;8;2021;2;31;V;28;V;31;V;35;V;37;V;29;V;20;V;29;V;33;V;35;V;34;V;35;V;35;V;34;V;33;V;43;V;52;V;51;V;49;V;32;V;18;V;36;V;44;V;43;V;41;V;45;V;40;V;18;V;0;N;0;N;0;N
35;8;8;2021;3;47;V;40;V;49;V;54;V;40;V;25;V;22;V;45;V;32;V;48;V;41;V;35;V;39;V;27;V;33;V;28;V;26;V;30;V;22;V;21;V;22;V;47;V;58;V;50;V;59;V;43;V;25;V;20;V;33;V;36;V;37;V
36;8;8;2021;4;23;V;20;V;31;V;26;V;36;V;52;V;29;V;28;V;34;V;20;V;18;V;31;V;46;V;29;V;27;V;30;V;22;V;18;V;46;V;38;V;30;V;34;V;29;V;22;V;27;V;36;V;39;V;34;V;28;V;33;V;0;N
37;8;8;2021;5;24;V;18;V;18;V;32;V;43;V;42;V;33;V;28;V;19;V;26;V;28;V;29;V;30;V;28;V;21;V;15;V;24;V;32;V;24;V;30;V;42;V;21;V;13;V;25;V;26;V;26;V;30;V;26;V;23;V;18;V;23;V
38;8;8;2021;6;27;V;32;V;30;V;37;V;21;V;27;V;33;V;43;V;45;V;34;V;29;V;16;V;17;V;31;V;27;V;26;V;36;V;26;V;20;V;15;V;23;V;34;V;21;V;30;V;37;V;36;V;18;V;21;V;28;V;36;V;0;N
39;8;8;2021;7;43;V;42;V;24;V;18;V;27;V;28;V;27;V;26;V;35;V;40;V;28;V;22;V;17;V;22;V;31;V;43;V;27;V;16;V;30;V;46;V;37;V;46;V;55;V;19;V;17;V;24;V;33;V;37;V;33;V;35;V;16;V
40;8;8;2021;8;11;V;21;V;30;V;20;V;34;V;27;V;16;V;19;V;21;V;27;V;40;V;31;V;40;N;0;N;0;N;0;N;32;N;23;V;28;V;28;V;36;V;31;V;27;V;23;V;24;V;43;V;42;V;27;V;17;V;24;V;31;V
41;8;8;2021;9;27;V;31;V;41;V;35;V;42;V;45;V;42;V;29;V;31;V;30;V;31;V;38;V;47;V;28;V;33;V;45;V;41;V;29;V;25;V;27;V;23;V;28;V;27;V;41;V;32;V;23;V;61;V;49;V;46;V;44;V;0;N
42;8;8;2021;10;51;V;47;V;20;V;36;V;40;V;45;V;61;V;55;V;40;V;30;V;38;V;36;V;49;V;56;V;62;V;65;V;33;V;52;V;52;V;45;V;42;V;25;V;35;V;44;V;65;V;56;V;67;V;61;V;51;V;24;V;18;V
43;8;8;2021;11;26;V;28;V;35;V;46;V;32;V;33;V;54;V;58;V;58;V;53;V;83;V;60;V;55;V;40;V;33;V;51;V;41;V;52;V;44;V;40;V;39;V;43;V;41;V;38;V;52;V;59;V;33;V;27;V;38;V;64;V;0;N
44;8;8;2021;12;52;V;28;V;30;V;23;V;2;N;15;V;18;V;12;V;17;V;17;V;20;V;20;V;19;V;50;V;69;V;58;V;58;V;50;V;40;V;61;V;58;V;46;V;52;V;36;V;23;V;28;V;24;V;31;V;45;V;58;V;51;V
45;8;9;2021;1;3;V;4;V;5;V;5;V;12;V;8;V;7;V;6;V;4;V;6;V;9;N;0;N;0;N;0;N;0;N;0;N;0;N;17;N;17;V;16;V;3;N;3;V;3;V;3;V;3;V;5;V;9;V;8;V;7;V;3;V;4;V
46;8;9;2021;2;4;V;4;V;5;V;8;V;12;V;7;V;3;V;2;V;2;V;4;V;6;V;5;V;6;V;7;V;7;V;12;V;13;V;23;V;21;V;13;V;17;V;2;V;5;V;12;V;13;V;13;V;11;V;11;V;0;N;0;N;0;N
47;8;9;2021;3;13;V;12;V;21;V;24;V;21;V;15;V;10;V;9;V;7;V;10;V;9;V;6;V;6;V;5;V;5;V;4;V;2;V;4;V;3;V;2;V;4;V;8;V;7;V;8;V;11;V;10;V;11;V;10;V;7;V;8;V;8;V
48;8;9;2021;4;8;V;11;V;10;V;10;V;8;V;8;V;4;V;6;V;8;V;10;V;6;V;4;V;7;V;9;V;9;V;7;N;7;V;7;V;8;V;10;V;6;V;9;V;5;V;8;V;7;V;14;V;13;N;6;N;8;V;7;V;0;N
49;8;9;2021;5;7;V;5;V;8;V;9;V;11;N;9;V;9;V;10;V;11;V;4;V;3;V;4;V;7;V;6;V;12;N;27;N;4;V;6;V;4;V;5;N;5;N;3;V;5;V;4;V;5;V;9;V;9;V;10;V;8;V;10;V;12;V
50;8;9;2021;6;14;V;9;V;9;V;7;V;13;V;13;V;10;V;9;V;8;N;11;V;11;V;7;V;8;V;9;V;9;V;12;V;13;V;9;V;3;V;4;V;4;V;5;V;4;V;6;V;8;V;11;V;6;V;4;V;5;V;8;V;0;N
51;8;9;2021;7;10;V;9;V;6;V;7;V;5;V;8;V;7;V;4;V;9;V;11;V;17;V;7;V;5;V;5;V;5;V;10;V;9;V;8;V;7;V;11;V;15;V;14;V;14;V;7;V;6;V;10;V;16;V;7;V;21;V;6;V;5;V
52;8;9;2021;8;5;V;5;V;10;V;9;V;8;V;6;V;6;V;6;V;20;V;31;V;28;V;15;V;15;N;0;N;0;N;0;N;5;N;11;V;11;V;12;V;7;V;9;V;10;V;12;V;20;V;20;V;7;V;5;V;4;V;8;V;15;V
53;8;9;2021;9;37;V;27;V;15;V;6;V;15;V;13;V;7;V;12;V;11;V;5;V;3;V;8;V;21;V;35;V;21;V;13;V;10;V;10;N;1;N;5;V;3;V;4;V;6;V;36;V;20;V;3;V;4;V;5;V;5;V;9;V;0;N
54;8;9;2021;10;9;V;12;V;10;V;4;V;5;V;6;V;7;V;9;V;4;V;7;V;7;V;8;V;5;V;7;V;12;V;10;V;13;V;13;V;13;V;9;V;6;V;3;V;4;V;7;V;9;V;8;V;12;V;10;V;13;V;31;N;39;N
55;8;9;2021;11;9;N;5;N;4;V;7;V;4;V;6;V;12;V;9;V;10;V;9;V;19;V;10;V;12;V;10;V;3;V;7;V;5;V;7;V;6;V;5;V;8;V;7;V;5;V;7;V;6;V;8;V;4;V;3;V;4;V;9;V;0;N
56;8;9;2021;12;13;V;5;V;5;V;5;V;2;V;3;V;7;V;3;V;3;V;5;V;6;V;9;V;9;V;9;V;8;V;11;V;10;V;11;V;7;V;12;V;18;V;13;V;10;V;7;V;3;V;5;V;3;V;3;V;10;V;10;V;12;V
57;8;10;2021;1;4;V;6;V;9;V;9;V;20;V;14;V;12;V;11;V;5;V;7;V;11;N;0;N;0;N;0;N;0;N;0;N;0;N;28;N;22;V;20;V;5;N;7;V;6;V;9;V;5;V;8;V;16;V;12;V;14;V;7;V;8;V
58;8;10;2021;2;12;V;9;V;9;V;14;V;35;V;15;V;6;V;6;V;7;V;12;V;13;V;10;V;12;V;13;V;14;V;21;V;26;V;78;V;82;V;35;V;53;V;7;V;11;V;30;V;45;V;45;V;27;V;29;V;0;N;0;N;0;N
59;8;10;2021;3;34;V;42;V;82;V;78;V;59;V;38;V;22;V;20;V;14;V;18;V;19;V;13;V;14;V;11;V;12;V;13;V;9;V;10;V;7;V;5;V;9;V;20;V;19;V;24;V;28;V;38;V;27;V;26;V;26;V;29;V;28;V
60;8;10;2021;4;30;V;16;V;19;V;19;V;18;V;16;V;14;V;17;V;17;V;21;V;10;V;9;V;15;V;19;V;17;V;15;V;13;V;12;V;16;V;20;V;14;V;12;N;10;V;13;V;10;V;21;V;21;N;10;N;14;V;15;V;0;N
61;8;10;2021;5;11;V;8;V;15;V;16;V;22;N;20;V;20;V;22;V;21;V;8;V;7;V;10;V;14;V;13;V;20;N;32;N;12;V;16;V;10;V;13;N;16;N;9;V;9;V;10;V;15;V;21;V;21;V;18;V;15;V;18;V;23;V
62;8;10;2021;6;24;V;21;V;22;V;17;V;20;V;17;V;16;V;20;V;17;V;20;N;25;V;16;V;15;V;22;V;29;V;29;V;19;V;17;V;6;V;9;V;11;V;12;V;9;V;12;V;17;V;22;V;14;V;9;V;12;V;17;V;0;N
63;8;10;2021;7;21;V;20;V;14;V;13;V;12;V;14;V;12;V;9;V;20;V;24;V;59;V;18;V;12;V;14;V;16;V;23;V;19;V;15;V;16;V;27;V;32;V;33;V;32;V;14;V;11;V;15;V;24;V;16;V;33;V;15;V;11;V
64;8;10;2021;8;9;V;13;V;19;V;14;V;15;V;15;V;11;V;13;V;31;V;48;V;68;V;35;V;36;N;0;N;0;N;0;N;12;N;23;V;24;V;23;V;21;V;24;V;25;V;26;V;35;V;33;V;16;V;17;V;11;V;18;V;29;V
65;8;10;2021;9;40;V;31;V;19;V;10;V;22;V;23;V;16;V;17;V;15;V;9;V;10;V;13;V;37;V;41;V;24;V;19;V;19;V;16;N;7;N;10;V;7;V;10;V;13;V;47;V;25;V;6;V;14;V;15;V;14;V;20;V;0;N
66;8;10;2021;10;20;V;23;V;12;V;9;V;11;V;14;V;19;V;22;V;16;V;16;V;15;V;18;V;9;V;23;V;28;V;25;V;20;V;25;V;24;V;22;V;16;V;9;V;14;V;20;V;28;V;18;N;32;V;27;V;25;V;34;N;39;N
67;8;10;2021;11;10;N;8;N;6;V;10;V;6;V;8;V;19;V;17;V;18;V;18;V;32;V;22;V;21;V;16;V;6;V;14;V;8;V;11;V;10;V;8;V;12;V;9;V;8;V;10;V;10;V;12;V;6;V;5;V;6;V;14;V;0;N
68;8;10;2021;12;17;V;7;V;8;V;8;V;4;V;5;V;10;V;4;V;6;V;7;V;9;V;12;V;14;V;15;V;15;V;16;V;15;V;13;V;10;V;17;V;26;V;18;V;13;V;8;V;4;V;5;V;6;V;7;V;15;V;14;V;15;V
69;8;14;2021;1;51;V;42;V;31;V;33;V;22;V;31;V;27;V;35;V;47;V;49;V;42;N;6;N;5;N;5;N;5;N;5;N;5;N;6;N;20;V;17;V;42;V;48;V;52;V;58;V;36;V;23;V;15;V;15;V;17;V;46;V;59;V
70;8;14;2021;2;44;V;33;V;24;V;30;V;30;V;36;V;52;V;49;V;51;V;52;V;26;V;39;V;44;V;37;V;46;V;32;V;24;V;20;V;22;V;47;V;58;V;48;V;33;V;34;V;32;V;33;V;44;V;60;V;0;N;0;N;0;N
71;8;14;2021;3;35;V;46;V;30;V;14;V;35;V;51;V;53;V;22;V;39;V;32;V;23;V;26;V;33;V;59;N;59;N;60;V;57;V;61;V;61;V;72;V;65;V;39;V;38;V;52;V;41;V;47;V;60;V;71;V;70;V;65;V;65;V
72;8;14;2021;4;74;V;51;V;42;V;70;V;64;V;52;V;67;V;56;V;47;V;55;V;49;V;63;V;43;V;53;V;59;V;66;V;83;V;83;V;50;V;45;V;59;V;49;V;63;V;73;V;55;V;40;V;38;V;40;V;59;V;57;V;0;N
73;8;14;2021;5;63;V;80;V;74;V;64;V;60;V;48;V;46;V;55;V;59;V;51;V;59;V;56;V;49;V;59;V;39;V;22;V;61;V;43;V;64;V;62;V;38;V;69;V;62;V;51;V;67;V;64;V;57;V;59;V;64;V;71;V;59;V
74;8;14;2021;6;52;V;65;V;72;V;58;V;50;V;55;V;60;V;61;V;68;V;77;V;72;V;82;V;86;V;83;V;70;V;69;V;46;V;50;V;66;V;58;V;50;V;40;V;61;V;75;V;71;V;71;V;75;V;67;V;76;V;68;V;0;N
75;8;14;2021;7;62;V;57;V;52;V;65;V;53;V;31;V;54;V;61;V;66;V;72;V;83;V;64;V;65;V;63;V;77;V;80;V;95;V;104;V;91;V;78;V;87;V;81;V;62;V;82;V;82;V;72;V;71;V;70;V;69;V;81;V;65;V
76;8;14;2021;8;66;V;78;V;65;V;70;V;61;V;62;V;76;V;72;V;55;V;63;V;54;V;73;V;69;V;0;N;0;N;0;N;93;N;78;V;77;V;71;V;67;V;81;V;75;V;70;V;83;V;74;V;78;V;82;V;79;V;65;V;56;V
77;8;14;2021;9;51;V;47;V;56;V;77;V;66;V;45;V;56;V;52;V;46;V;53;V;46;V;48;V;32;V;26;V;37;V;35;V;46;V;53;V;61;V;52;V;52;V;56;V;59;V;32;V;51;V;64;V;34;V;45;V;45;V;51;V;0;N
78;8;14;2021;10;40;V;48;V;46;V;41;V;32;V;35;V;38;V;25;V;57;V;57;V;48;V;55;V;51;V;43;V;41;V;36;V;57;V;23;V;33;V;46;V;42;V;56;V;48;V;42;V;27;V;45;V;29;V;33;V;34;V;32;V;28;V
79;8;14;2021;11;46;V;47;V;50;V;33;V;51;V;49;V;27;V;29;V;30;V;37;V;13;V;31;V;28;V;35;V;49;V;26;V;42;V;32;V;33;V;36;V;27;V;13;V;23;V;22;V;18;V;18;V;46;V;54;V;43;V;14;V;0;N
80;8;14;2021;12;12;V;34;V;20;V;13;V;47;V;47;V;19;V;55;V;47;V;43;V;34;V;13;V;14;V;15;V;18;V;16;V;16;V;20;V;30;V;9;V;9;V;14;V;14;V;17;V;38;V;30;V;45;V;40;V;19;V;10;V;13;V
81;11;8;2021;1;17;V;27;V;31;V;37;V;60;V;32;V;29;V;20;V;18;V;18;V;51;V;74;V;95;V;111;V;126;V;141;V;100;V;93;V;73;V;78;V;23;V;25;V;15;V;13;V;23;V;28;V;40;V;36;V;32;V;11;V;10;V
82;11;8;2021;2;22;V;22;V;38;V;43;V;31;V;29;V;12;V;19;V;30;V;26;V;34;V;31;V;33;V;36;V;33;V;43;V;63;V;53;V;58;V;38;V;15;V;33;V;47;V;40;V;28;V;35;V;30;V;15;V;0;N;0;N;0;N
83;11;8;2021;3;33;V;35;V;46;V;54;V;35;V;22;V;20;V;40;V;23;V;39;V;36;V;32;V;29;V;25;V;24;V;16;V;13;V;18;V;18;V;11;V;17;V;40;V;54;V;42;V;48;V;37;V;17;V;14;V;27;V;25;V;25;V
84;11;8;2021;4;15;V;17;V;27;V;25;V;32;V;49;V;27;V;29;V;27;V;20;V;13;V;22;V;31;V;24;V;30;V;29;V;19;V;16;V;38;V;37;V;24;V;33;V;24;V;13;V;21;V;37;V;42;V;32;V;18;V;30;V;0;N
85;11;8;2021;5;18;V;14;V;14;V;34;V;43;V;36;V;36;V;33;V;16;V;17;V;21;V;16;V;12;V;23;V;15;V;9;V;26;V;37;V;15;V;35;V;44;V;14;V;10;V;23;V;22;V;28;V;29;V;32;V;25;V;14;V;27;V
86;11;8;2021;6;24;V;41;V;30;V;37;V;19;V;28;V;33;V;34;V;37;V;32;V;22;V;10;V;12;V;28;V;22;V;33;V;34;V;25;V;19;V;8;V;16;V;34;V;15;V;34;V;32;V;26;V;10;V;19;V;28;V;27;V;0;N
87;11;8;2021;7;36;V;41;V;20;V;11;V;21;V;20;V;26;V;21;V;35;V;38;V;18;V;20;V;14;V;16;V;31;V;37;V;19;V;14;V;30;V;40;V;45;V;40;V;48;V;16;V;15;V;24;V;29;V;28;V;28;V;21;V;11;V
88;11;8;2021;8;10;V;22;V;26;V;19;V;38;V;19;V;10;V;17;V;22;V;30;V;36;V;24;V;38;V;35;V;17;V;17;V;13;V;17;V;24;V;24;V;29;V;28;V;23;V;21;V;23;V;38;V;34;V;19;V;13;V;18;V;31;V
89;11;8;2021;9;25;V;29;V;42;V;37;V;39;V;32;V;39;V;24;V;26;V;22;V;27;V;32;V;42;V;32;V;30;V;46;V;35;V;27;V;17;V;19;V;12;V;19;V;20;V;36;V;26;V;21;V;70;V;42;V;39;V;45;V;0;N
90;11;8;2021;10;46;V;35;V;15;V;33;V;32;V;33;V;59;V;55;V;38;V;23;V;31;V;35;V;40;V;59;V;53;V;66;V;29;V;54;V;60;V;40;V;34;V;14;V;34;V;42;V;64;V;53;V;70;V;53;V;50;V;18;V;12;V
91;11;8;2021;11;17;V;23;V;25;V;45;V;29;V;26;V;50;V;48;V;49;V;50;V;89;V;51;V;43;V;36;V;23;V;46;V;29;V;44;V;33;V;25;V;35;V;42;V;37;V;40;V;51;V;57;N;25;V;19;V;28;V;62;V;0;N
92;11;8;2021;12;56;V;37;V;48;V;31;V;15;V;19;V;38;V;14;V;26;V;33;V;49;V;60;V;53;V;58;V;79;V;67;V;60;V;46;V;37;V;57;V;56;V;50;V;57;V;38;V;26;V;23;V;13;V;19;V;48;V;52;V;49;V
93;16;8;2021;1;18;V;23;V;34;V;35;V;58;V;29;V;26;V;20;V;15;V;18;V;52;V;74;V;81;V;97;V;117;V;112;V;93;V;85;V;62;V;68;V;28;V;22;V;19;V;14;V;23;V;31;V;40;V;34;V;32;V;10;V;12;V
94;16;8;2021;2;23;V;26;V;37;V;38;V;24;V;25;V;12;V;21;V;28;V;23;V;42;V;27;V;33;V;32;V;29;V;48;V;57;V;50;V;56;V;32;V;13;V;26;V;39;V;33;V;24;V;29;V;30;V;13;V;0;N;0;N;0;N
95;16;8;2021;3;30;V;31;V;41;V;47;V;35;V;18;V;19;V;33;V;16;V;44;V;43;V;27;V;29;V;25;V;16;V;12;V;9;V;13;V;12;V;9;V;12;V;30;V;52;V;43;V;49;V;36;V;15;V;11;V;23;V;19;V;19;V
96;16;8;2021;4;14;V;16;V;22;V;20;V;26;V;39;V;18;V;20;V;21;V;15;V;13;V;19;V;33;V;20;V;20;V;19;V;13;V;13;V;35;V;35;V;21;V;23;V;17;V;9;V;15;V;28;V;38;V;30;V;20;V;27;V;0;N
97;16;8;2021;5;14;V;9;V;11;V;27;V;36;V;26;V;29;V;24;V;11;V;15;V;13;V;13;V;14;V;17;V;15;V;8;V;17;V;28;V;9;V;27;V;37;V;9;V;8;V;17;V;15;V;19;V;22;V;21;V;15;V;8;V;19;V
98;16;8;2021;6;17;V;26;V;20;V;25;V;14;V;21;V;22;V;25;V;28;V;21;V;17;V;8;V;9;V;21;V;18;V;21;V;24;V;18;V;14;V;8;V;13;V;24;V;12;V;17;V;22;V;21;V;10;V;14;V;23;V;21;V;0;N
99;16;8;2021;7;28;V;35;V;17;V;7;V;21;V;19;V;20;V;13;V;25;V;25;V;16;V;11;V;10;V;12;V;20;V;29;V;16;V;11;V;18;V;29;V;34;V;34;V;41;V;12;V;12;V;18;V;22;V;23;V;19;V;23;V;8;V
100;16;8;2021;8;7;V;17;V;21;V;12;V;31;V;17;V;7;V;14;V;14;V;19;V;27;V;18;V;28;V;30;V;16;V;13;V;10;V;15;V;21;V;20;V;31;V;24;V;20;V;16;V;17;V;32;V;28;V;20;V;11;V;20;V;26;V
101;16;8;2021;9;19;V;23;V;31;V;26;V;24;V;27;V;35;V;19;V;22;V;16;V;25;V;26;V;34;V;22;V;23;V;39;V;27;V;24;V;22;V;17;V;11;V;14;V;14;V;28;V;21;V;21;V;61;V;35;V;35;V;31;V;0;N
102;16;8;2021;10;40;V;37;V;12;V;26;V;29;V;33;V;53;V;47;V;31;V;18;V;28;V;28;V;35;V;48;V;50;V;60;V;28;V;46;V;44;V;36;V;31;V;12;V;31;V;38;V;56;V;44;V;63;V;48;V;52;V;19;V;14;V
