;ESTACION;MAGNITUD;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
416;47;8;2021;8;7;V;16;V;26;V;7;V;22;V;17;V;6;V;9;V;13;V;21;V;31;V;16;V;37;V;38;V;18;V;21;V;11;V;14;V;16;V;15;V;31;V;32;V;20;V;14;V;13;V;37;V;28;V;13;V;7;V;11;V;17;V
417;47;8;2021;9;17;V;24;V;28;V;29;V;32;V;35;V;25;V;11;V;13;V;11;V;19;V;32;V;35;V;19;V;20;V;38;V;25;V;15;V;18;V;24;V;11;V;16;V;13;V;23;V;18;V;19;V;52;V;35;V;35;V;31;V;0;N
418;47;8;2021;10;46;N;42;V;12;V;26;V;29;V;41;V;62;V;58;V;35;V;28;V;34;V;33;V;40;V;52;V;51;V;59;V;28;V;41;V;45;V;36;V;30;V;16;V;30;V;46;V;60;V;43;V;60;V;53;V;47;V;17;V;12;V
419;47;8;2021;11;11;V;19;V;15;V;37;V;30;V;27;V;49;V;52;V;56;V;56;V;72;V;59;V;47;V;38;V;27;V;47;V;34;V;48;V;34;V;34;V;37;V;40;V;36;V;33;V;47;V;56;V;18;V;10;V;20;V;65;V;0;N
420;47;8;2021;12;49;V;34;V;41;N;0;N;0;N;0;N;0;N;0;N;21;N;20;V;42;V;46;V;50;V;61;V;70;V;61;V;57;V;41;V;38;V;54;V;56;V;44;V;50;V;36;V;22;V;24;V;13;V;24;V;42;V;48;V;43;V
421;47;9;2021;1;3;V;3;V;7;V;5;V;10;V;11;V;7;V;5;V;4;V;6;V;16;V;25;V;44;V;44;V;47;V;53;V;38;V;35;V;20;V;11;N;4;V;3;V;4;V;4;V;5;V;10;V;12;V;9;V;9;V;4;V;5;V
422;47;9;2021;2;4;V;6;V;7;V;10;V;14;V;8;V;4;V;3;V;4;V;3;V;12;V;7;V;7;V;9;V;8;V;13;N;15;V;25;V;22;V;17;V;18;V;3;V;9;V;14;V;14;V;14;V;14;V;14;V;0;N;0;N;0;N
423;47;9;2021;3;15;V;17;V;25;V;25;V;22;V;17;V;13;V;14;V;8;V;10;V;11;N;7;V;9;V;5;V;5;V;5;V;4;V;5;V;5;V;4;V;6;V;7;V;10;V;12;V;12;V;14;V;14;V;11;V;9;V;9;V;9;V
424;47;9;2021;4;10;V;25;N;19;V;14;V;13;V;11;V;9;V;13;N;14;V;20;V;18;V;5;V;4;V;6;N;4;N;7;V;7;V;8;V;10;V;11;V;5;V;4;V;4;V;5;V;6;V;8;V;7;V;5;V;4;V;5;V;0;N
425;47;9;2021;5;4;V;4;V;5;V;6;V;8;V;7;V;8;V;7;V;6;V;3;V;4;V;3;V;3;V;2;V;4;V;4;V;3;V;5;V;2;V;5;V;8;V;3;V;4;V;4;V;5;V;8;V;7;V;10;V;9;V;11;V;13;V
426;47;9;2021;6;18;V;5;V;12;V;8;V;12;V;16;V;9;V;8;V;11;V;13;V;16;V;9;V;6;V;10;V;11;V;16;V;27;V;17;V;2;V;4;V;5;V;6;V;5;V;7;V;8;V;13;V;7;V;6;V;7;V;10;V;0;N
427;47;9;2021;7;13;V;16;V;7;V;8;V;13;V;13;V;5;V;5;V;15;V;16;V;25;V;10;V;5;V;6;V;7;V;15;V;13;V;12;V;10;V;14;V;22;V;16;V;19;V;7;V;8;V;22;V;24;V;12;V;29;V;6;V;7;V
428;47;9;2021;8;5;V;5;V;19;V;12;V;8;V;12;V;6;V;6;V;44;V;41;V;27;V;14;V;19;V;24;V;20;V;11;V;6;V;9;V;12;V;13;V;10;V;12;V;12;V;10;V;14;V;16;V;13;V;12;V;11;V;9;V;13;V
429;47;9;2021;9;21;V;17;V;13;V;8;V;18;V;18;V;18;V;16;V;21;V;25;N;29;N;32;N;58;N;60;N;6;V;8;V;7;V;6;V;4;V;5;V;1;V;4;V;5;V;14;V;8;V;5;V;10;V;9;V;6;V;8;V;0;N
430;47;9;2021;10;10;V;11;V;5;V;3;V;4;V;5;V;7;V;9;V;6;V;8;V;8;V;9;V;6;V;10;V;13;V;12;V;10;V;12;V;12;V;10;V;7;V;3;V;5;V;9;V;11;V;9;V;12;V;12;V;12;V;8;V;14;V
431;47;9;2021;11;2;V;3;V;2;V;5;V;3;V;3;V;8;V;9;V;8;V;8;V;18;V;10;V;11;V;10;V;2;V;7;V;4;V;5;V;6;V;7;V;9;V;9;V;6;V;8;V;6;V;9;V;3;V;2;V;3;V;11;V;0;N
432;47;9;2021;12;14;V;4;V;6;N;0;N;0;N;0;N;0;N;0;N;3;N;3;N;6;V;10;V;13;V;12;V;13;V;12;V;13;V;11;V;8;V;13;V;21;V;16;V;12;V;9;V;4;V;6;V;5;V;5;V;11;V;14;V;14;V
433;47;10;2021;1;3;V;4;V;8;V;6;V;12;V;12;V;7;V;6;V;5;V;6;V;17;V;26;V;46;V;47;V;50;V;56;V;40;V;39;V;22;V;13;N;5;V;4;V;6;V;5;V;6;V;10;V;13;V;10;V;10;V;4;V;6;V
434;47;10;2021;2;6;V;6;V;7;V;12;V;23;V;11;V;4;V;4;V;5;V;5;V;13;V;8;V;9;V;11;V;11;V;14;N;21;V;46;V;45;V;28;V;34;V;4;V;11;V;22;V;30;V;30;V;22;V;22;V;0;N;0;N;0;N
435;47;10;2021;3;27;V;30;V;54;V;53;V;44;V;28;V;19;V;19;V;11;V;14;V;14;N;9;V;13;V;8;V;8;V;10;V;7;V;8;V;7;V;6;V;9;V;12;V;15;V;18;V;20;V;29;V;23;V;18;V;18;V;20;V;21;V
436;47;10;2021;4;22;V;32;V;28;V;20;V;18;V;16;V;14;V;15;N;18;V;23;V;18;V;7;V;7;V;9;N;6;N;12;V;11;V;11;V;13;V;15;V;7;V;5;V;5;V;7;V;7;V;11;V;10;V;7;V;6;V;7;V;0;N
437;47;10;2021;5;6;V;6;V;7;V;9;V;12;V;13;V;13;V;12;V;10;V;5;V;6;V;4;V;6;V;4;V;7;V;6;V;6;V;10;V;5;V;10;V;16;V;7;V;7;V;7;V;10;V;14;V;14;V;14;V;13;V;16;V;23;V
438;47;10;2021;6;24;V;12;V;19;V;14;V;15;V;20;V;13;V;12;V;18;V;20;V;24;V;14;V;11;V;19;V;24;V;27;V;30;V;20;V;3;V;6;V;8;V;9;V;7;V;11;V;13;V;23;V;18;V;15;V;13;V;26;V;0;N
439;47;10;2021;7;28;V;27;V;21;V;23;V;37;V;36;V;21;N;17;V;37;V;38;V;75;V;38;V;13;V;15;V;21;V;36;V;22;V;22;V;24;V;26;V;40;V;35;V;36;V;27;V;25;V;61;V;36;N;26;V;55;V;20;V;13;V
440;47;10;2021;8;4;V;5;V;25;V;13;V;6;V;13;V;8;V;7;V;47;V;43;V;47;V;34;V;32;V;42;V;36;V;15;V;9;V;13;V;16;V;18;V;13;V;17;V;20;V;14;V;18;V;19;V;18;V;15;V;13;V;14;V;20;V
441;47;10;2021;9;29;V;28;V;27;V;21;V;35;V;43;V;44;V;43;V;41;V;42;N;40;N;41;N;62;N;64;N;6;V;17;V;15;V;11;V;8;V;12;V;6;V;9;V;12;V;27;V;13;V;10;V;20;V;19;V;13;V;18;V;0;N
442;47;10;2021;10;21;V;20;V;8;V;6;V;9;V;13;V;17;V;21;V;13;V;16;V;16;V;17;V;15;V;23;V;27;V;26;V;17;V;23;V;26;V;23;V;16;V;11;V;11;V;19;V;27;V;24;V;30;V;26;V;24;V;10;V;15;V
443;47;10;2021;11;3;V;7;V;4;V;10;V;6;V;5;V;13;V;18;V;17;V;20;V;36;V;22;V;19;V;17;V;7;V;16;V;12;V;15;V;14;V;14;V;16;V;13;V;12;V;14;V;13;V;17;V;6;V;5;V;5;V;21;V;0;N
444;47;10;2021;12;21;V;7;V;11;N;0;N;0;N;0;N;0;N;0;N;6;N;6;N;12;V;14;V;22;V;23;V;28;V;21;V;24;V;20;V;13;V;20;V;37;V;25;V;19;V;12;V;5;V;8;V;9;V;13;V;19;V;24;V;20;V
445;48;8;2021;1;18;V;24;V;36;V;39;V;52;V;31;V;28;V;20;V;18;V;18;V;48;V;77;V;100;V;111;V;115;V;134;V;98;V;88;V;67;V;74;V;32;V;28;V;21;V;17;V;27;V;29;V;35;V;31;V;29;V;14;V;15;V
446;48;8;2021;2;26;V;28;V;38;V;39;V;30;V;29;V;15;V;25;V;32;V;29;V;38;V;31;V;33;V;31;V;28;V;45;V;60;V;60;V;59;V;34;V;19;V;24;V;39;V;38;V;25;V;33;V;28;V;16;V;0;N;0;N;0;N
447;48;8;2021;3;33;V;27;V;42;V;53;V;29;V;21;V;20;V;37;V;20;V;42;V;37;V;25;V;30;V;19;V;19;V;14;V;11;V;16;V;16;V;9;V;16;V;37;V;47;V;45;V;50;V;37;V;15;V;14;V;26;V;25;V;24;V
448;48;8;2021;4;18;V;17;V;24;V;20;V;28;V;40;V;21;V;22;V;26;V;20;V;14;V;18;V;30;V;22;V;24;V;23;V;13;V;16;V;34;V;32;V;22;V;30;V;22;V;13;V;18;V;30;V;36;V;29;V;23;V;27;V;0;N
449;48;8;2021;5;16;V;11;V;11;V;29;V;32;V;32;V;31;V;28;V;16;V;18;V;16;V;17;V;18;V;20;V;16;V;10;V;20;V;28;V;12;V;26;V;37;V;11;V;8;V;18;V;15;V;20;V;22;V;24;V;18;V;10;V;21;V
450;48;8;2021;6;22;V;27;V;22;V;29;V;14;V;26;V;27;V;31;V;30;V;26;V;19;V;11;V;12;V;22;V;21;V;26;V;26;V;21;V;15;V;11;V;16;V;26;V;12;V;17;V;24;V;23;V;13;V;15;V;23;V;25;V;0;N
451;48;8;2021;7;34;V;39;V;15;V;11;V;20;V;21;V;19;V;15;V;28;V;29;V;16;V;15;V;12;V;15;V;21;V;29;V;17;V;11;V;19;V;30;V;35;V;32;V;42;V;13;V;12;V;19;V;26;V;24;V;24;V;22;V;10;V
452;48;8;2021;8;7;V;15;V;23;V;13;V;24;V;17;V;9;V;11;V;16;V;21;V;30;V;20;V;31;V;34;V;18;V;14;V;10;V;15;V;20;V;20;V;26;V;21;V;21;V;16;V;19;V;29;V;29;V;18;V;13;V;18;V;24;V
453;48;8;2021;9;19;V;25;V;34;V;26;V;31;V;34;V;33;V;20;V;23;V;21;V;25;V;25;V;35;V;27;V;25;V;41;V;31;V;22;V;19;V;15;V;11;V;16;V;17;V;29;V;26;V;19;V;61;V;41;V;31;V;34;V;0;N
454;48;8;2021;10;37;V;36;V;15;V;26;V;30;V;35;V;51;V;48;V;31;V;16;V;23;V;28;V;33;V;50;V;51;V;53;V;25;V;46;V;48;V;35;V;30;V;12;V;30;V;39;V;57;V;42;V;65;V;56;V;51;V;24;V;17;V
455;48;8;2021;11;19;V;28;V;24;V;38;V;22;V;23;V;45;V;44;V;41;V;46;V;80;V;49;V;40;V;32;V;20;V;40;V;27;V;40;V;31;V;23;V;32;V;39;V;39;V;34;V;44;V;52;V;24;V;19;V;28;V;59;V;0;N
456;48;8;2021;12;51;V;30;V;46;V;35;V;15;V;23;V;39;V;14;V;28;V;31;V;44;V;49;V;46;V;49;V;66;V;58;V;50;V;35;V;31;V;55;V;54;V;46;V;52;V;37;V;23;V;28;V;21;V;26;V;40;V;49;V;44;V
457;48;9;2021;1;4;V;4;V;5;V;5;V;10;V;8;V;6;V;5;V;5;V;6;V;12;V;25;V;39;V;44;V;42;V;62;V;40;V;22;V;17;V;19;V;4;V;3;V;3;V;3;V;4;V;5;V;8;V;11;V;11;V;4;V;3;V
458;48;9;2021;2;5;V;4;V;7;V;10;V;12;V;8;V;3;V;4;V;3;V;4;V;6;V;5;V;7;V;7;V;9;V;13;V;16;V;26;V;22;V;17;V;19;V;3;V;6;V;13;V;16;V;15;V;9;V;14;V;0;N;0;N;0;N
459;48;9;2021;3;14;V;16;V;23;V;28;V;23;V;17;V;13;V;10;V;9;V;12;V;11;V;6;V;6;V;4;V;5;V;4;V;3;V;4;V;4;V;4;V;5;V;8;V;9;V;9;V;12;V;13;V;13;V;11;V;8;V;9;V;9;V
460;48;9;2021;4;10;V;4;V;10;V;13;V;11;V;8;V;6;V;8;V;9;V;10;V;4;V;5;V;5;V;7;V;8;V;9;V;7;V;10;V;11;V;7;V;5;V;6;V;5;V;6;V;6;V;10;V;9;V;7;V;6;V;7;V;0;N
461;48;9;2021;5;5;V;6;V;6;V;10;V;9;V;7;V;9;V;9;V;6;V;3;V;3;V;4;V;6;V;5;V;5;V;4;V;4;V;6;V;6;V;5;V;10;V;5;V;4;V;4;V;5;V;10;V;11;V;12;V;9;V;11;V;11;V
462;48;9;2021;6;14;V;11;V;9;V;11;V;11;V;14;V;11;V;13;V;12;V;13;V;13;V;9;V;8;V;9;N;9;V;18;V;17;V;13;V;7;V;6;V;6;V;5;V;6;V;6;V;10;V;10;V;9;V;7;V;8;V;9;V;0;N
463;48;9;2021;7;16;V;11;V;7;V;5;V;4;N;6;V;8;V;8;V;11;V;15;V;18;V;11;V;7;V;6;V;11;V;15;V;12;V;12;V;13;V;13;V;14;V;17;V;13;V;12;V;7;V;15;V;16;V;13;V;29;V;8;V;8;V
464;48;9;2021;8;3;N;8;V;12;V;13;V;11;V;9;V;8;V;6;V;37;V;46;V;36;V;18;V;9;N;24;V;19;V;19;V;5;V;15;V;19;V;22;V;17;V;17;V;15;V;17;V;31;V;26;V;12;V;15;V;11;V;12;V;22;V
465;48;9;2021;9;73;N;27;V;30;N;2;N;26;N;14;V;11;V;15;V;8;V;4;V;6;V;9;V;15;V;13;V;10;V;8;V;7;V;5;V;5;V;6;V;4;V;4;V;6;V;15;V;9;V;4;V;13;V;11;V;6;V;9;V;0;N
466;48;9;2021;10;10;V;12;V;5;V;3;V;4;V;5;V;7;V;7;V;6;V;6;V;8;V;10;V;6;V;9;V;13;V;13;V;11;V;10;V;12;V;11;V;6;V;3;V;5;V;8;V;10;N;10;V;13;V;14;V;13;V;9;V;13;V
467;48;9;2021;11;3;V;5;V;3;V;5;V;2;V;3;V;8;V;6;V;8;V;7;V;18;V;8;V;9;V;9;V;3;V;7;V;5;V;7;V;7;V;7;V;9;V;10;V;8;V;7;V;6;V;8;V;3;V;3;V;4;V;9;V;0;N
468;48;9;2021;12;14;V;3;V;5;V;7;V;2;V;3;V;9;V;3;V;4;V;4;V;7;V;9;V;10;V;9;V;10;V;9;N;11;V;12;V;9;V;14;V;21;V;14;V;12;V;8;V;5;V;6;V;4;V;5;V;11;V;12;V;11;V
469;48;10;2021;1;5;V;5;V;8;V;8;V;15;V;11;V;8;V;6;V;5;V;7;V;13;V;28;V;43;V;51;V;47;V;69;V;45;V;27;V;21;V;21;V;6;V;6;V;6;V;6;V;6;V;8;V;13;V;14;V;15;V;7;V;7;V
470;48;10;2021;2;11;V;8;V;11;V;14;V;33;V;14;V;5;V;7;V;7;V;8;V;12;V;8;V;11;V;10;V;14;V;22;V;28;V;83;V;82;V;36;V;52;V;6;V;10;V;28;V;43;V;42;V;21;V;27;V;0;N;0;N;0;N
471;48;10;2021;3;30;V;41;V;76;V;75;V;52;V;33;V;20;V;16;V;13;V;17;V;17;V;10;V;10;V;8;V;10;V;9;V;7;V;9;V;8;V;5;V;9;V;14;V;16;V;17;V;22;V;33;V;26;V;22;V;21;V;25;V;22;V
472;48;10;2021;4;24;V;8;V;18;V;21;V;17;V;16;V;12;V;15;V;15;V;17;V;5;V;7;V;9;V;12;V;14;V;14;V;11;V;13;V;17;V;12;V;8;V;8;V;8;V;9;V;8;V;16;V;14;V;11;V;10;V;11;V;0;N
473;48;10;2021;5;7;V;8;V;10;V;15;V;15;V;14;V;16;V;17;V;14;V;8;V;6;V;9;V;10;V;8;V;10;V;7;V;9;V;14;V;11;V;14;V;23;V;10;V;8;V;8;V;12;V;20;V;20;V;19;V;15;V;18;V;26;V
474;48;10;2021;6;26;V;23;V;21;V;20;V;17;V;21;V;17;V;21;V;20;V;24;V;25;V;17;V;15;V;19;V;28;V;38;V;23;V;19;V;9;V;10;V;11;V;10;V;10;V;10;V;17;V;20;V;15;V;12;V;14;V;18;V;0;N
475;48;10;2021;7;27;V;20;V;12;V;9;V;9;N;11;V;12;V;13;V;19;V;27;V;59;V;22;V;12;V;12;V;17;V;26;V;18;V;18;V;23;V;26;V;29;V;39;V;27;V;18;V;11;V;19;V;25;V;22;V;41;V;16;V;15;V
476;48;10;2021;8;5;N;13;V;23;V;20;V;19;V;19;V;12;V;10;V;46;V;63;V;81;V;36;V;39;V;56;V;41;V;17;N;11;V;26;V;31;V;32;V;26;V;26;V;30;V;29;V;46;V;36;V;26;V;27;V;17;V;19;V;33;V
477;48;10;2021;9;57;V;34;V;25;V;4;V;24;V;30;V;22;V;21;V;14;V;9;V;11;V;16;V;25;V;20;V;13;V;14;V;11;V;7;V;7;V;10;V;6;V;7;V;10;V;23;V;13;V;7;V;21;V;18;V;9;V;15;V;0;N
478;48;10;2021;10;17;V;18;V;7;V;6;V;8;V;9;V;13;V;15;V;11;V;11;V;12;V;16;V;11;V;18;V;23;V;21;V;15;V;17;V;20;V;20;V;11;V;7;V;9;V;13;V;18;N;20;V;29;V;29;V;24;V;12;V;14;V
479;48;10;2021;11;4;V;13;V;6;V;8;V;4;V;5;V;11;V;10;V;13;V;13;V;30;V;13;V;13;V;13;V;6;V;12;V;8;V;11;V;11;V;9;V;13;V;13;V;11;V;10;V;10;V;13;V;5;V;5;V;7;V;13;V;0;N
480;48;10;2021;12;17;V;5;V;8;V;9;V;5;V;5;V;12;V;4;V;7;V;7;V;11;V;12;V;15;V;14;V;21;V;16;N;16;V;15;V;12;V;22;V;32;V;22;V;16;V;10;V;6;V;7;V;8;V;10;V;16;V;16;V;14;V
481;49;8;2021;1;10;V;19;V;28;V;24;V;38;V;29;V;29;V;24;V;20;V;20;V;38;V;67;V;87;V;98;V;99;V;105;V;85;V;82;V;52;V;57;V;19;V;14;V;13;V;11;V;15;V;18;V;21;N;23;V;20;V;8;V;9;V
482;49;8;2021;2;16;V;19;V;28;V;29;V;25;V;21;V;10;V;14;V;20;V;15;V;30;V;18;V;23;V;24;V;23;V;33;V;40;V;43;V;40;V;24;V;12;V;18;V;31;V;29;V;27;V;29;V;25;V;13;V;0;N;0;N;0;N
483;49;8;2021;3;34;V;25;V;35;V;41;V;24;V;16;V;14;V;31;V;17;V;31;V;28;V;16;V;26;V;17;V;19;V;16;V;13;V;16;V;14;V;12;V;14;V;28;V;37;V;31;V;41;V;24;V;16;V;12;V;20;V;21;V;20;V
484;49;8;2021;4;13;V;11;V;19;V;15;V;20;V;29;V;16;V;16;V;22;V;12;V;12;V;17;V;31;V;20;V;15;V;18;V;13;V;12;V;28;V;22;V;16;V;20;V;15;V;10;V;17;V;19;V;26;V;19;V;12;V;18;V;0;N
485;49;8;2021;5;11;V;10;V;11;V;19;V;22;V;22;V;21;V;21;V;12;V;10;V;8;V;9;V;10;V;10;V;10;V;7;V;12;V;23;V;12;V;17;V;28;V;8;V;8;V;11;V;12;V;14;V;19;V;22;V;15;V;8;V;16;V
486;49;8;2021;6;15;V;19;V;13;V;21;V;13;V;16;V;18;V;20;V;21;V;16;V;19;V;9;V;9;V;17;V;13;V;15;V;18;V;17;V;10;V;7;V;10;V;19;V;13;V;12;V;17;V;20;V;8;V;10;V;15;V;17;V;0;N
487;49;8;2021;7;22;V;29;V;10;V;7;V;13;V;15;V;15;V;13;V;15;V;19;V;16;V;9;V;11;V;12;V;15;V;25;V;14;V;10;V;14;V;23;V;21;V;25;V;34;V;10;V;10;V;14;V;19;V;17;V;14;V;14;V;8;V
488;49;8;2021;8;7;V;12;V;18;V;8;V;20;V;14;V;6;V;8;V;10;V;15;V;27;V;15;V;27;V;31;V;15;V;14;V;11;N;13;V;18;V;16;V;23;V;16;V;21;V;14;V;14;V;23;V;27;V;15;V;10;V;12;V;14;V
489;49;8;2021;9;17;V;23;V;20;V;16;V;20;V;23;V;15;V;8;V;9;V;8;V;10;V;16;V;18;V;16;V;16;V;32;V;23;V;16;V;14;V;17;V;14;V;16;V;14;V;25;V;16;V;13;V;44;V;32;V;27;V;28;V;0;N
490;49;8;2021;10;32;V;33;V;10;V;18;V;15;V;28;V;41;V;46;V;23;V;17;V;25;V;24;V;28;V;37;V;42;V;46;V;23;V;35;V;35;V;27;V;26;V;14;V;23;V;32;V;52;V;37;V;51;V;47;V;37;V;15;V;10;V
491;49;8;2021;11;10;V;17;V;14;V;31;V;18;V;21;V;38;V;38;V;44;V;40;V;71;V;42;V;44;V;30;V;20;V;38;V;27;V;39;V;31;V;29;V;26;V;36;V;31;V;26;V;41;V;41;V;16;V;10;V;19;V;49;V;0;N
492;49;8;2021;12;43;V;26;V;33;V;30;V;10;V;16;V;32;V;9;V;16;V;19;V;34;V;42;V;40;V;45;V;54;V;49;V;44;V;40;V;31;V;50;V;46;V;35;V;41;V;31;V;19;V;20;V;13;V;16;V;33;V;42;V;40;V
493;49;14;2021;1;61;V;53;V;36;V;46;V;24;V;34;V;34;V;42;V;50;V;53;V;33;V;13;V;6;V;4;V;4;V;4;V;9;V;7;V;17;V;16;V;50;V;64;V;59;V;67;V;45;V;30;V;17;V;15;V;20;V;56;V;66;V
494;49;14;2021;2;55;V;39;V;26;V;33;V;36;V;41;V;58;V;60;V;60;V;68;V;28;V;53;V;48;V;39;V;52;V;34;V;27;V;23;V;26;V;48;V;66;V;63;V;33;V;37;V;41;V;41;V;49;V;65;V;0;N;0;N;0;N
495;49;14;2021;3;42;V;52;V;29;V;13;V;42;V;58;V;63;V;31;V;62;V;46;V;37;V;49;V;48;V;60;V;75;V;72;V;69;V;74;V;70;V;83;V;72;V;45;V;43;V;59;V;46;V;54;V;68;V;80;V;73;V;76;V;73;V
496;49;14;2021;4;82;V;57;V;44;V;75;V;72;V;61;V;78;V;67;V;56;V;65;V;56;V;71;V;52;V;61;V;72;V;77;V;95;V;90;V;60;V;55;V;71;V;56;V;76;V;85;V;61;V;48;V;44;V;49;V;76;V;68;V;0;N
497;49;14;2021;5;72;V;91;V;85;V;71;V;71;V;60;V;66;V;68;V;73;V;72;V;86;V;84;V;79;V;86;V;55;V;36;V;81;V;58;V;84;V;84;V;56;V;92;V;79;V;73;V;86;V;88;V;76;V;79;V;85;V;94;V;75;V
498;49;14;2021;6;66;V;68;V;85;V;67;V;55;V;55;V;70;V;74;V;78;V;96;V;81;V;98;V;97;V;99;V;89;V;86;V;56;V;54;V;70;V;62;V;58;V;47;V;65;V;84;V;82;V;77;V;77;V;76;V;79;V;77;V;0;N
499;49;14;2021;7;68;V;63;V;59;V;72;V;61;V;39;V;58;V;64;V;75;V;77;V;82;V;70;V;66;V;63;V;81;V;82;V;94;V;100;V;94;V;82;V;88;V;83;V;66;V;81;V;77;V;63;V;75;V;76;V;79;V;86;V;67;V
500;49;14;2021;8;62;V;78;V;67;V;74;V;60;V;64;V;75;V;69;V;64;V;63;V;55;V;75;V;66;V;52;V;65;V;88;V;80;V;79;V;75;V;72;V;66;V;77;V;72;V;60;N;82;V;59;V;64;V;75;V;70;V;64;V;55;V
501;49;14;2021;9;50;V;43;V;57;V;74;V;65;V;45;V;56;V;58;V;53;V;59;V;47;V;46;V;33;V;29;V;37;V;34;V;46;V;50;V;53;V;51;V;49;V;53;V;60;V;34;V;50;V;53;V;32;V;43;V;44;V;49;V;0;N
502;49;14;2021;10;38;V;44;V;45;V;43;V;34;V;31;V;35;V;24;V;54;V;53;V;43;V;45;V;48;V;40;V;37;V;32;V;47;V;21;V;30;V;44;V;42;V;52;V;42;V;34;V;23;V;44;V;26;V;29;V;33;V;30;V;27;V
503;49;14;2021;11;47;V;46;V;51;N;32;V;49;V;46;V;24;V;28;V;27;V;33;V;10;V;30;V;23;V;29;V;45;V;22;V;40;V;31;V;33;V;34;V;24;V;14;V;23;V;21;V;19;V;20;V;46;V;55;V;49;V;16;V;0;N
504;49;14;2021;12;17;V;40;V;29;V;24;V;55;V;46;V;19;V;56;V;49;V;47;V;32;V;11;V;13;V;17;V;15;V;14;V;16;V;21;V;28;V;10;V;10;V;16;V;15;V;17;V;33;V;29;V;44;V;40;V;17;V;10;V;11;V
505;50;8;2021;1;21;V;29;V;35;V;45;V;55;V;30;V;29;V;22;V;17;V;19;V;49;V;72;V;97;V;116;V;115;V;142;V;101;V;89;V;72;V;74;V;29;V;29;V;17;V;17;V;25;V;33;V;40;V;37;V;34;V;15;V;14;V
506;50;8;2021;2;23;V;30;V;40;V;38;V;27;V;31;V;16;V;25;V;33;V;32;V;41;V;36;V;35;V;33;V;34;V;51;V;63;V;57;V;58;V;35;V;16;V;35;V;42;V;38;V;28;V;37;V;28;V;14;V;0;N;0;N;0;N
507;50;8;2021;3;32;V;31;V;44;V;52;V;35;V;20;V;22;V;40;V;27;V;45;V;40;V;34;V;31;V;24;V;24;V;15;V;13;V;22;V;18;V;13;V;20;V;43;V;51;V;50;V;50;V;39;V;17;V;15;V;26;V;23;V;26;V
508;50;8;2021;4;20;V;21;V;28;V;22;V;35;V;46;V;21;V;24;V;24;V;22;V;16;V;20;V;36;V;21;V;25;V;28;V;19;V;19;V;41;V;39;V;28;V;34;V;17;V;12;V;21;V;40;V;39;V;33;V;28;V;34;V;0;N
509;50;8;2021;5;22;V;17;V;13;V;37;V;40;V;41;V;34;V;29;V;18;V;24;V;22;V;23;V;25;V;31;V;20;V;13;V;25;V;34;V;15;V;31;V;46;V;18;V;12;V;29;V;20;V;26;V;20;V;27;V;21;V;15;V;23;V
510;50;8;2021;6;26;V;33;V;27;V;38;V;15;V;24;V;31;V;36;V;38;V;34;V;18;V;9;V;12;V;25;V;17;N;23;V;32;V;23;V;22;V;15;V;23;V;34;V;18;V;24;V;33;V;28;V;18;V;23;V;27;V;35;V;0;N
511;50;8;2021;7;43;V;49;V;25;V;20;V;28;V;28;V;29;V;17;V;30;V;35;V;21;V;25;V;16;V;15;V;21;V;33;V;19;V;17;V;32;V;43;V;32;V;41;V;52;V;20;V;20;V;22;V;32;V;34;V;34;V;36;V;18;V
512;50;8;2021;8;12;V;22;V;29;V;24;V;35;V;27;V;17;V;18;V;20;V;20;V;34;V;32;V;38;V;32;V;26;V;18;V;13;V;20;V;25;V;27;V;30;V;24;V;22;V;20;V;23;V;36;V;40;V;25;V;19;V;29;V;25;V
513;50;8;2021;9;24;V;29;V;40;V;28;V;32;V;31;V;41;V;28;V;36;V;30;V;34;V;31;V;42;V;26;V;34;V;45;V;43;V;29;V;23;V;20;V;13;V;20;V;18;V;28;V;30;V;24;V;56;V;49;V;34;V;38;V;0;N
514;50;8;2021;10;49;V;39;V;21;V;39;V;35;V;34;V;54;V;53;V;28;V;19;V;27;V;31;V;31;V;51;V;58;V;56;V;31;V;46;V;47;V;43;V;37;V;15;V;30;V;40;V;56;V;40;V;64;V;57;V;53;V;24;V;16;V
515;50;8;2021;11;19;V;31;V;31;V;44;V;33;V;28;V;49;V;48;V;44;V;49;V;78;V;49;V;36;V;36;V;26;V;43;V;27;V;40;V;29;V;26;V;36;V;40;V;36;V;41;V;50;V;58;V;29;V;25;V;33;V;64;V;0;N
516;50;8;2021;12;54;V;39;V;53;V;36;V;17;V;25;V;39;V;17;V;30;V;33;V;44;V;50;V;50;V;49;V;70;V;63;V;55;V;40;V;33;V;52;V;54;V;51;V;54;V;38;V;24;V;28;V;22;V;30;V;43;V;48;V;48;V
517;50;9;2021;1;4;V;3;V;7;V;6;V;11;V;9;V;5;V;5;V;6;V;5;V;13;V;26;V;36;V;39;V;37;V;54;V;39;V;22;V;20;V;19;V;6;V;5;V;5;V;5;V;6;V;11;V;14;V;14;V;12;V;4;V;6;V
