"Fecha";"Ano";"Mes";"Dia";"Estacion";"1";"8";"9";"10";"14"
2021-08-27;2021;8;27;57;2;25;14;28;NA
2021-08-28;2021;8;28;57;2;21;14;26;NA
2021-08-29;2021;8;29;57;2;13;10;19;NA
2021-08-30;2021;8;30;57;2;15;8;16;NA
2021-08-31;2021;8;31;57;2;17;9;19;NA
2021-09-01;2021;9;1;57;2;17;8;13;NA
2021-09-02;2021;9;2;57;2;23;10;15;NA
2021-09-03;2021;9;3;57;2;29;11;17;NA
2021-09-04;2021;9;4;57;2;28;11;16;NA
2021-09-05;2021;9;5;57;2;31;12;19;NA
2021-09-06;2021;9;6;57;2;29;12;22;NA
2021-09-07;2021;9;7;57;3;30;12;26;NA
2021-09-08;2021;9;8;57;2;15;6;12;NA
2021-09-09;2021;9;9;57;2;20;5;10;NA
2021-09-10;2021;9;10;57;2;14;NA;NA;NA
2021-09-11;2021;9;11;57;2;22;6;11;NA
2021-09-12;2021;9;12;57;2;22;9;17;NA
2021-09-13;2021;9;13;57;3;31;15;29;NA
2021-09-14;2021;9;14;57;2;21;10;17;NA
2021-09-15;2021;9;15;57;2;24;6;11;NA
2021-09-16;2021;9;16;57;2;34;9;14;NA
2021-09-17;2021;9;17;57;2;24;8;12;NA
2021-09-18;2021;9;18;57;2;22;8;11;NA
2021-09-19;2021;9;19;57;2;20;5;8;NA
2021-09-20;2021;9;20;57;2;13;NA;NA;NA
2021-09-21;2021;9;21;57;1;9;3;6;NA
2021-09-22;2021;9;22;57;1;13;4;8;NA
2021-09-23;2021;9;23;57;1;14;6;11;NA
2021-09-24;2021;9;24;57;1;20;9;20;NA
2021-09-25;2021;9;25;57;1;19;8;13;NA
2021-09-26;2021;9;26;57;1;15;6;10;NA
2021-09-27;2021;9;27;57;2;44;NA;NA;NA
2021-09-28;2021;9;28;57;2;31;9;15;NA
2021-09-29;2021;9;29;57;2;30;4;9;NA
2021-09-30;2021;9;30;57;2;31;8;15;NA
2021-10-01;2021;10;1;57;2;33;8;14;NA
2021-10-02;2021;10;2;57;2;24;9;15;NA
2021-10-03;2021;10;3;57;2;12;3;5;NA
2021-10-04;2021;10;4;57;2;26;4;7;NA
2021-10-05;2021;10;5;57;2;24;3;7;NA
2021-10-06;2021;10;6;57;2;34;4;9;NA
2021-10-07;2021;10;7;57;2;41;6;11;NA
2021-10-08;2021;10;8;57;2;40;6;13;NA
2021-10-09;2021;10;9;57;2;31;6;11;NA
2021-10-10;2021;10;10;57;1;19;6;12;NA
2021-10-11;2021;10;11;57;1;25;7;12;NA
2021-10-12;2021;10;12;57;1;28;NA;NA;NA
2021-10-13;2021;10;13;57;1;30;NA;NA;NA
2021-10-14;2021;10;14;57;2;45;8;17;NA
2021-10-15;2021;10;15;57;2;41;11;22;NA
2021-10-16;2021;10;16;57;2;51;12;23;NA
2021-10-17;2021;10;17;57;2;25;11;16;NA
2021-10-18;2021;10;18;57;2;44;10;18;NA
2021-10-19;2021;10;19;57;2;42;10;19;NA
2021-10-20;2021;10;20;57;2;30;10;20;NA
2021-10-21;2021;10;21;57;2;28;6;12;NA
2021-10-22;2021;10;22;57;2;10;3;7;NA
2021-10-23;2021;10;23;57;2;30;4;8;NA
2021-10-24;2021;10;24;57;2;35;7;13;NA
2021-10-25;2021;10;25;57;NA;49;8;19;NA
2021-10-26;2021;10;26;57;NA;42;8;20;NA
2021-10-27;2021;10;27;57;2;49;10;22;NA
2021-10-28;2021;10;28;57;NA;43;NA;NA;NA
2021-10-29;2021;10;29;57;NA;37;NA;NA;NA
2021-10-30;2021;10;30;57;NA;14;2;3;NA
2021-10-31;2021;10;31;57;NA;12;NA;NA;NA
2021-11-01;2021;11;1;57;NA;13;NA;NA;NA
2021-11-02;2021;11;2;57;NA;20;NA;NA;NA
2021-11-03;2021;11;3;57;2;16;2;3;NA
2021-11-04;2021;11;4;57;2;35;4;7;NA
2021-11-05;2021;11;5;57;2;19;2;4;NA
2021-11-06;2021;11;6;57;2;22;4;6;NA
2021-11-07;2021;11;7;57;2;46;8;12;NA
2021-11-08;2021;11;8;57;2;43;5;10;NA
2021-11-09;2021;11;9;57;2;42;6;11;NA
2021-11-10;2021;11;10;57;2;43;6;12;NA
2021-11-11;2021;11;11;57;4;67;13;26;NA
2021-11-12;2021;11;12;57;2;44;7;13;NA
2021-11-13;2021;11;13;57;2;33;9;13;NA
2021-11-14;2021;11;14;57;2;27;9;12;NA
2021-11-15;2021;11;15;57;2;17;2;4;NA
2021-11-16;2021;11;16;57;NA;35;5;11;NA
2021-11-17;2021;11;17;57;4;24;4;7;NA
2021-11-18;2021;11;18;57;NA;42;7;13;NA
2021-11-19;2021;11;19;57;3;27;6;10;NA
2021-11-20;2021;11;20;57;3;23;6;10;NA
2021-11-21;2021;11;21;57;1;29;8;14;NA
2021-11-22;2021;11;22;57;NA;38;10;13;NA
2021-11-23;2021;11;23;57;NA;34;8;11;NA
2021-11-24;2021;11;24;57;3;40;NA;NA;NA
2021-11-25;2021;11;25;57;5;45;5;10;NA
2021-11-26;2021;11;26;57;5;52;7;14;NA
2021-11-27;2021;11;27;57;2;19;2;5;NA
2021-11-28;2021;11;28;57;2;15;2;3;NA
2021-11-29;2021;11;29;57;5;19;2;4;NA
2021-11-30;2021;11;30;57;5;61;9;15;NA
2021-12-01;2021;12;1;57;4;48;18;24;NA
2021-12-02;2021;12;2;57;3;29;2;5;NA
2021-12-03;2021;12;3;57;6;48;5;10;NA
2021-12-04;2021;12;4;57;3;40;10;14;NA
2021-12-05;2021;12;5;57;4;9;2;4;NA
2021-12-06;2021;12;6;57;3;15;2;3;NA
2021-12-07;2021;12;7;57;4;36;10;13;NA
2021-12-08;2021;12;8;57;4;8;1;2;NA
2021-12-09;2021;12;9;57;5;16;2;4;NA
2021-12-10;2021;12;10;57;3;19;3;5;NA
2021-12-11;2021;12;11;57;4;41;8;13;NA
2021-12-12;2021;12;12;57;4;48;10;15;NA
2021-12-13;2021;12;13;57;3;49;9;12;NA
2021-12-14;2021;12;14;57;4;51;8;NA;NA
2021-12-15;2021;12;15;57;4;66;9;18;NA
2021-12-16;2021;12;16;57;7;76;15;26;NA
2021-12-17;2021;12;17;57;7;64;13;22;NA
2021-12-18;2021;12;18;57;6;42;14;19;NA
2021-12-19;2021;12;19;57;6;33;9;14;NA
2021-12-20;2021;12;20;57;6;48;13;18;NA
2021-12-21;2021;12;21;57;5;50;22;33;NA
2021-12-22;2021;12;22;57;6;45;17;26;NA
2021-12-23;2021;12;23;57;6;55;16;21;NA
2021-12-24;2021;12;24;57;4;37;10;11;NA
2021-12-25;2021;12;25;57;4;18;4;5;NA
2021-12-26;2021;12;26;57;5;20;4;5;NA
2021-12-27;2021;12;27;57;2;11;3;7;NA
2021-12-28;2021;12;28;57;3;18;5;10;NA
2021-12-29;2021;12;29;57;4;40;13;21;NA
2021-12-30;2021;12;30;57;2;46;10;17;NA
2021-12-31;2021;12;31;57;3;41;11;15;NA
2021-01-01;2021;1;1;58;NA;7;NA;NA;55
2021-01-02;2021;1;2;58;NA;12;NA;NA;49
2021-01-03;2021;1;3;58;NA;19;NA;NA;33
2021-01-04;2021;1;4;58;NA;16;NA;NA;45
2021-01-05;2021;1;5;58;NA;28;NA;NA;20
2021-01-06;2021;1;6;58;NA;17;NA;NA;34
2021-01-07;2021;1;7;58;NA;9;NA;NA;43
2021-01-08;2021;1;8;58;NA;7;NA;NA;46
2021-01-09;2021;1;9;58;NA;5;NA;NA;60
2021-01-10;2021;1;10;58;NA;6;NA;NA;45
2021-01-11;2021;1;11;58;NA;13;NA;NA;36
2021-01-12;2021;1;12;58;NA;33;NA;NA;NA
2021-01-13;2021;1;13;58;NA;49;NA;NA;NA
2021-01-14;2021;1;14;58;NA;52;NA;NA;NA
2021-01-15;2021;1;15;58;NA;53;NA;NA;NA
2021-01-16;2021;1;16;58;NA;56;NA;NA;13
2021-01-17;2021;1;17;58;NA;56;NA;NA;14
2021-01-18;2021;1;18;58;NA;41;NA;NA;16
2021-01-19;2021;1;19;58;NA;42;NA;NA;13
2021-01-20;2021;1;20;58;NA;43;NA;NA;8
2021-01-21;2021;1;21;58;NA;15;NA;NA;30
2021-01-22;2021;1;22;58;NA;7;NA;NA;47
2021-01-23;2021;1;23;58;NA;4;NA;NA;43
2021-01-24;2021;1;24;58;NA;6;NA;NA;49
2021-01-25;2021;1;25;58;NA;6;NA;NA;36
2021-01-26;2021;1;26;58;NA;13;NA;NA;18
2021-01-27;2021;1;27;58;NA;16;NA;NA;16
2021-01-28;2021;1;28;58;NA;17;NA;NA;14
2021-01-29;2021;1;29;58;NA;13;NA;NA;18
2021-01-30;2021;1;30;58;NA;5;NA;NA;42
2021-01-31;2021;1;31;58;NA;4;NA;NA;48
2021-02-01;2021;2;1;58;NA;7;NA;NA;48
2021-02-02;2021;2;2;58;NA;9;NA;NA;29
2021-02-03;2021;2;3;58;NA;16;NA;NA;20
2021-02-04;2021;2;4;58;NA;20;NA;NA;22
2021-02-05;2021;2;5;58;NA;21;NA;NA;22
2021-02-06;2021;2;6;58;NA;15;NA;NA;24
2021-02-07;2021;2;7;58;NA;6;NA;NA;30
2021-02-08;2021;2;8;58;NA;8;NA;NA;41
2021-02-09;2021;2;9;58;NA;10;NA;NA;44
2021-02-10;2021;2;10;58;NA;9;NA;NA;48
2021-02-11;2021;2;11;58;NA;16;NA;NA;21
2021-02-12;2021;2;12;58;NA;12;NA;NA;38
2021-02-13;2021;2;13;58;NA;14;NA;NA;29
2021-02-14;2021;2;14;58;NA;15;NA;NA;24
2021-02-15;2021;2;15;58;NA;17;NA;NA;25
2021-02-16;2021;2;16;58;NA;23;NA;NA;20
2021-02-17;2021;2;17;58;NA;23;NA;NA;20
2021-02-18;2021;2;18;58;NA;19;NA;NA;21
2021-02-19;2021;2;19;58;NA;23;NA;NA;21
2021-02-20;2021;2;20;58;NA;23;NA;NA;24
2021-02-21;2021;2;21;58;NA;12;NA;NA;36
2021-02-22;2021;2;22;58;NA;12;NA;NA;39
2021-02-23;2021;2;23;58;NA;15;NA;NA;25
2021-02-24;2021;2;24;58;NA;22;NA;NA;21
2021-02-25;2021;2;25;58;NA;16;NA;NA;25
2021-02-26;2021;2;26;58;NA;16;NA;NA;27
2021-02-27;2021;2;27;58;NA;14;NA;NA;28
2021-02-28;2021;2;28;58;NA;9;NA;NA;37
2021-03-01;2021;3;1;58;NA;13;NA;NA;37
2021-03-02;2021;3;2;58;NA;19;NA;NA;31
2021-03-03;2021;3;3;58;NA;19;NA;NA;22
2021-03-04;2021;3;4;58;NA;29;NA;NA;13
2021-03-05;2021;3;5;58;NA;16;NA;NA;22
2021-03-06;2021;3;6;58;NA;13;NA;NA;37
2021-03-07;2021;3;7;58;NA;15;NA;NA;30
2021-03-08;2021;3;8;58;NA;11;NA;NA;23
2021-03-09;2021;3;9;58;NA;12;NA;NA;36
2021-03-10;2021;3;10;58;NA;21;NA;NA;29
2021-03-11;2021;3;11;58;NA;15;NA;NA;28
2021-03-12;2021;3;12;58;NA;11;NA;NA;35
2021-03-13;2021;3;13;58;NA;13;NA;NA;33
2021-03-14;2021;3;14;58;NA;11;NA;NA;35
2021-03-15;2021;3;15;58;NA;12;NA;NA;39
2021-03-16;2021;3;16;58;NA;9;NA;NA;43
2021-03-17;2021;3;17;58;NA;7;NA;NA;46
2021-03-18;2021;3;18;58;NA;10;NA;NA;49
2021-03-19;2021;3;19;58;NA;8;NA;NA;43
2021-03-20;2021;3;20;58;NA;5;NA;NA;55
2021-03-21;2021;3;21;58;NA;9;NA;NA;42
2021-03-22;2021;3;22;58;NA;17;NA;NA;32
2021-03-23;2021;3;23;58;NA;20;NA;NA;33
2021-03-24;2021;3;24;58;NA;23;NA;NA;37
2021-03-25;2021;3;25;58;NA;19;NA;NA;37
2021-03-26;2021;3;26;58;NA;14;NA;NA;36
2021-03-27;2021;3;27;58;NA;12;NA;NA;39
2021-03-28;2021;3;28;58;NA;12;NA;NA;42
2021-03-29;2021;3;29;58;NA;14;NA;NA;46
2021-03-30;2021;3;30;58;NA;15;NA;NA;45
2021-03-31;2021;3;31;58;NA;12;NA;NA;46
2021-04-01;2021;4;1;58;NA;12;NA;NA;51
2021-04-02;2021;4;2;58;NA;10;NA;NA;32
2021-04-03;2021;4;3;58;NA;9;NA;NA;27
2021-04-04;2021;4;4;58;NA;10;NA;NA;39
2021-04-05;2021;4;5;58;NA;14;NA;NA;44
2021-04-06;2021;4;6;58;NA;17;NA;NA;40
2021-04-07;2021;4;7;58;NA;16;NA;NA;46
2021-04-08;2021;4;8;58;NA;15;NA;NA;44
2021-04-09;2021;4;9;58;NA;20;NA;NA;35
2021-04-10;2021;4;10;58;NA;11;NA;NA;37
2021-04-11;2021;4;11;58;NA;5;NA;NA;40
2021-04-12;2021;4;12;58;NA;9;NA;NA;50
2021-04-13;2021;4;13;58;NA;14;NA;NA;36
2021-04-14;2021;4;14;58;NA;12;NA;NA;39
2021-04-15;2021;4;15;58;NA;17;NA;NA;34
2021-04-16;2021;4;16;58;NA;16;NA;NA;42
2021-04-17;2021;4;17;58;NA;8;NA;NA;56
2021-04-18;2021;4;18;58;NA;10;NA;NA;49
2021-04-19;2021;4;19;58;NA;16;NA;NA;42
2021-04-20;2021;4;20;58;NA;18;NA;NA;36
2021-04-21;2021;4;21;58;NA;8;NA;NA;41
2021-04-22;2021;4;22;58;NA;8;NA;NA;40
2021-04-23;2021;4;23;58;NA;13;NA;NA;45
2021-04-24;2021;4;24;58;NA;9;NA;NA;50
2021-04-25;2021;4;25;58;NA;8;NA;NA;37
2021-04-26;2021;4;26;58;NA;13;NA;NA;32
2021-04-27;2021;4;27;58;NA;15;NA;NA;32
2021-04-28;2021;4;28;58;NA;9;NA;NA;35
2021-04-29;2021;4;29;58;NA;6;NA;NA;50
2021-04-30;2021;4;30;58;NA;12;NA;NA;41
2021-05-01;2021;5;1;58;NA;9;NA;NA;44
2021-05-02;2021;5;2;58;NA;8;NA;NA;55
2021-05-03;2021;5;3;58;NA;6;NA;NA;54
2021-05-04;2021;5;4;58;NA;11;NA;NA;44
2021-05-05;2021;5;5;58;NA;13;NA;NA;43
2021-05-06;2021;5;6;58;NA;11;NA;NA;42
2021-05-07;2021;5;7;58;NA;14;NA;NA;43
2021-05-08;2021;5;8;58;NA;15;NA;NA;42
2021-05-09;2021;5;9;58;NA;9;NA;NA;38
2021-05-10;2021;5;10;58;NA;6;NA;NA;40
2021-05-11;2021;5;11;58;NA;5;NA;NA;56
2021-05-12;2021;5;12;58;NA;5;NA;NA;72
2021-05-13;2021;5;13;58;NA;6;NA;NA;80
2021-05-14;2021;5;14;58;NA;8;NA;NA;84
2021-05-15;2021;5;15;58;NA;12;NA;NA;42
2021-05-16;2021;5;16;58;NA;5;NA;NA;37
2021-05-17;2021;5;17;58;NA;10;NA;NA;78
2021-05-18;2021;5;18;58;NA;10;NA;NA;58
2021-05-19;2021;5;19;58;NA;9;NA;NA;78
2021-05-20;2021;5;20;58;NA;17;NA;NA;72
2021-05-21;2021;5;21;58;NA;14;NA;NA;60
2021-05-22;2021;5;22;58;NA;7;NA;NA;88
2021-05-23;2021;5;23;58;NA;5;NA;NA;74
2021-05-24;2021;5;24;58;NA;6;NA;NA;73
2021-05-25;2021;5;25;58;NA;11;NA;NA;78
2021-05-26;2021;5;26;58;NA;14;NA;NA;77
2021-05-27;2021;5;27;58;NA;17;NA;NA;72
2021-05-28;2021;5;28;58;NA;11;NA;NA;78
2021-05-29;2021;5;29;58;NA;12;NA;NA;69
2021-05-30;2021;5;30;58;NA;7;NA;NA;93
2021-05-31;2021;5;31;58;NA;11;NA;NA;74
2021-06-01;2021;6;1;58;NA;12;NA;NA;59
2021-06-02;2021;6;2;58;NA;16;NA;NA;59
2021-06-03;2021;6;3;58;NA;15;NA;NA;74
2021-06-04;2021;6;4;58;NA;14;NA;NA;65
2021-06-05;2021;6;5;58;NA;9;NA;NA;65
2021-06-06;2021;6;6;58;NA;12;NA;NA;53
2021-06-07;2021;6;7;58;NA;14;NA;NA;68
2021-06-08;2021;6;8;58;NA;16;NA;NA;68
2021-06-09;2021;6;9;58;NA;16;NA;NA;76
2021-06-10;2021;6;10;58;NA;16;NA;NA;87
2021-06-11;2021;6;11;58;NA;11;NA;NA;94
2021-06-12;2021;6;12;58;NA;7;NA;NA;99
2021-06-13;2021;6;13;58;NA;7;NA;NA;101
2021-06-14;2021;6;14;58;NA;10;NA;NA;98
2021-06-15;2021;6;15;58;NA;11;NA;NA;96
2021-06-16;2021;6;16;58;NA;13;NA;NA;94
2021-06-17;2021;6;17;58;NA;11;NA;NA;69
2021-06-18;2021;6;18;58;NA;14;NA;NA;53
2021-06-19;2021;6;19;58;NA;8;NA;NA;66
2021-06-20;2021;6;20;58;NA;6;NA;NA;64
2021-06-21;2021;6;21;58;NA;6;NA;NA;65
2021-06-22;2021;6;22;58;NA;15;NA;NA;49
2021-06-23;2021;6;23;58;NA;9;NA;NA;55
2021-06-24;2021;6;24;58;NA;11;NA;NA;89
2021-06-25;2021;6;25;58;NA;15;NA;NA;84
2021-06-26;2021;6;26;58;NA;13;NA;NA;83
2021-06-27;2021;6;27;58;NA;9;NA;NA;70
2021-06-28;2021;6;28;58;NA;9;NA;NA;78
2021-06-29;2021;6;29;58;NA;12;NA;NA;74
2021-06-30;2021;6;30;58;NA;14;NA;NA;78
2021-07-01;2021;7;1;58;NA;18;NA;NA;69
2021-07-02;2021;7;2;58;NA;19;NA;NA;67
2021-07-03;2021;7;3;58;NA;11;NA;NA;60
2021-07-04;2021;7;4;58;NA;7;NA;NA;77
2021-07-05;2021;7;5;58;NA;9;NA;NA;63
2021-07-06;2021;7;6;58;NA;9;NA;NA;50
2021-07-07;2021;7;7;58;NA;11;NA;NA;56
2021-07-08;2021;7;8;58;NA;9;NA;NA;67
2021-07-09;2021;7;9;58;NA;12;NA;NA;84
2021-07-10;2021;7;10;58;NA;14;NA;NA;85
2021-07-11;2021;7;11;58;NA;10;NA;NA;86
2021-07-12;2021;7;12;58;NA;5;NA;NA;77
2021-07-13;2021;7;13;58;NA;9;NA;NA;66
2021-07-14;2021;7;14;58;NA;9;NA;NA;70
2021-07-15;2021;7;15;58;NA;10;NA;NA;90
2021-07-16;2021;7;16;58;NA;16;NA;NA;89
2021-07-17;2021;7;17;58;NA;11;NA;NA;92
2021-07-18;2021;7;18;58;NA;8;NA;NA;100
2021-07-19;2021;7;19;58;NA;11;NA;NA;92
2021-07-20;2021;7;20;58;NA;16;NA;NA;87
2021-07-21;2021;7;21;58;NA;18;NA;NA;95
2021-07-22;2021;7;22;58;NA;16;NA;NA;96
2021-07-23;2021;7;23;58;NA;13;NA;NA;82
2021-07-24;2021;7;24;58;NA;8;NA;NA;84
2021-07-25;2021;7;25;58;NA;8;NA;NA;79
2021-07-26;2021;7;26;58;NA;20;NA;NA;62
2021-07-27;2021;7;27;58;NA;18;NA;NA;74
2021-07-28;2021;7;28;58;NA;16;NA;NA;76
2021-07-29;2021;7;29;58;NA;15;NA;NA;77
2021-07-30;2021;7;30;58;NA;13;NA;NA;84
2021-07-31;2021;7;31;58;NA;8;NA;NA;67
2021-08-01;2021;8;1;58;NA;6;NA;NA;66
2021-08-02;2021;8;2;58;NA;11;NA;NA;75
2021-08-03;2021;8;3;58;NA;12;NA;NA;71
2021-08-04;2021;8;4;58;NA;7;NA;NA;79
2021-08-05;2021;8;5;58;NA;11;NA;NA;62
2021-08-06;2021;8;6;58;NA;10;NA;NA;68
2021-08-07;2021;8;7;58;NA;9;NA;NA;73
2021-08-08;2021;8;8;58;NA;8;NA;NA;69
2021-08-09;2021;8;9;58;NA;11;NA;NA;73
2021-08-10;2021;8;10;58;NA;14;NA;NA;74
2021-08-11;2021;8;11;58;NA;14;NA;NA;69
2021-08-12;2021;8;12;58;NA;11;NA;NA;83
2021-08-13;2021;8;13;58;NA;18;NA;NA;74
2021-08-14;2021;8;14;58;NA;14;NA;NA;67
2021-08-15;2021;8;15;58;NA;9;NA;NA;69
2021-08-16;2021;8;16;58;NA;11;NA;NA;87
2021-08-17;2021;8;17;58;NA;8;NA;NA;86
2021-08-18;2021;8;18;58;NA;12;NA;NA;80
2021-08-19;2021;8;19;58;NA;11;NA;NA;82
2021-08-20;2021;8;20;58;NA;14;NA;NA;76
2021-08-21;2021;8;21;58;NA;13;NA;NA;74
2021-08-22;2021;8;22;58;NA;12;NA;NA;80
2021-08-23;2021;8;23;58;NA;13;NA;NA;86
2021-08-24;2021;8;24;58;NA;19;NA;NA;72
2021-08-25;2021;8;25;58;NA;15;NA;NA;89
2021-08-26;2021;8;26;58;NA;21;NA;NA;82
2021-08-27;2021;8;27;58;NA;20;NA;NA;81
2021-08-28;2021;8;28;58;NA;12;NA;NA;80
2021-08-29;2021;8;29;58;NA;8;NA;NA;75
2021-08-30;2021;8;30;58;NA;12;NA;NA;66
2021-08-31;2021;8;31;58;NA;16;NA;NA;67
2021-09-01;2021;9;1;58;NA;13;NA;NA;62
2021-09-02;2021;9;2;58;NA;18;NA;NA;43
2021-09-03;2021;9;3;58;NA;18;NA;NA;47
2021-09-04;2021;9;4;58;NA;18;NA;NA;67
2021-09-05;2021;9;5;58;NA;20;NA;NA;66
2021-09-06;2021;9;6;58;NA;24;NA;NA;53
2021-09-07;2021;9;7;58;NA;23;NA;NA;60
2021-09-08;2021;9;8;58;NA;14;NA;NA;55
2021-09-09;2021;9;9;58;NA;16;NA;NA;51
2021-09-10;2021;9;10;58;NA;11;NA;NA;67
2021-09-11;2021;9;11;58;NA;17;NA;NA;45
2021-09-12;2021;9;12;58;NA;17;NA;NA;53
2021-09-13;2021;9;13;58;NA;20;NA;NA;41
2021-09-14;2021;9;14;58;NA;17;NA;NA;36
2021-09-15;2021;9;15;58;NA;15;NA;NA;43
2021-09-16;2021;9;16;58;NA;19;NA;NA;44
2021-09-17;2021;9;17;58;NA;16;NA;NA;50
2021-09-18;2021;9;18;58;NA;12;NA;NA;48
2021-09-19;2021;9;19;58;NA;15;NA;NA;51
2021-09-20;2021;9;20;58;NA;11;NA;NA;53
2021-09-21;2021;9;21;58;NA;8;NA;NA;60
2021-09-22;2021;9;22;58;NA;8;NA;NA;70
2021-09-23;2021;9;23;58;NA;8;NA;NA;76
2021-09-24;2021;9;24;58;NA;12;NA;NA;52
2021-09-25;2021;9;25;58;NA;13;NA;NA;49
2021-09-26;2021;9;26;58;NA;14;NA;NA;47
2021-09-27;2021;9;27;58;NA;20;NA;NA;41
2021-09-28;2021;9;28;58;NA;22;NA;NA;44
2021-09-29;2021;9;29;58;NA;16;NA;NA;49
2021-09-30;2021;9;30;58;NA;16;NA;NA;65
2021-10-01;2021;10;1;58;NA;22;NA;NA;44
2021-10-02;2021;10;2;58;NA;20;NA;NA;NA
2021-10-03;2021;10;3;58;NA;10;NA;NA;51
2021-10-04;2021;10;4;58;NA;13;NA;NA;41
2021-10-05;2021;10;5;58;NA;14;NA;NA;43
2021-10-06;2021;10;6;58;NA;17;NA;NA;42
2021-10-07;2021;10;7;58;NA;20;NA;NA;46
2021-10-08;2021;10;8;58;NA;26;NA;NA;38
2021-10-09;2021;10;9;58;NA;16;NA;NA;58
2021-10-10;2021;10;10;58;NA;16;NA;NA;62
2021-10-11;2021;10;11;58;NA;15;NA;NA;50
2021-10-12;2021;10;12;58;NA;18;NA;NA;50
2021-10-13;2021;10;13;58;NA;17;NA;NA;48
2021-10-14;2021;10;14;58;NA;25;NA;NA;48
2021-10-15;2021;10;15;58;NA;25;NA;NA;48
2021-10-16;2021;10;16;58;NA;29;NA;NA;41
2021-10-17;2021;10;17;58;NA;18;NA;NA;45
2021-10-18;2021;10;18;58;NA;22;NA;NA;27
2021-10-19;2021;10;19;58;NA;26;NA;NA;36
2021-10-20;2021;10;20;58;NA;20;NA;NA;46
2021-10-21;2021;10;21;58;NA;17;NA;NA;48
2021-10-22;2021;10;22;58;NA;6;NA;NA;65
2021-10-23;2021;10;23;58;NA;15;NA;NA;45
2021-10-24;2021;10;24;58;NA;17;NA;NA;42
2021-10-25;2021;10;25;58;NA;29;NA;NA;35
2021-10-26;2021;10;26;58;NA;25;NA;NA;49
2021-10-27;2021;10;27;58;NA;27;NA;NA;42
2021-10-28;2021;10;28;58;NA;24;NA;NA;43
2021-10-29;2021;10;29;58;NA;21;NA;NA;47
2021-10-30;2021;10;30;58;NA;7;NA;NA;48
2021-10-31;2021;10;31;58;NA;5;NA;NA;39
2021-11-01;2021;11;1;58;NA;6;NA;NA;67
2021-11-02;2021;11;2;58;NA;10;NA;NA;62
2021-11-03;2021;11;3;58;NA;7;NA;NA;73
2021-11-04;2021;11;4;58;NA;16;NA;NA;37
2021-11-05;2021;11;5;58;NA;11;NA;NA;45
2021-11-06;2021;11;6;58;NA;13;NA;NA;45
2021-11-07;2021;11;7;58;NA;22;NA;NA;28
2021-11-08;2021;11;8;58;NA;17;NA;NA;33
2021-11-09;2021;11;9;58;NA;21;NA;NA;34
2021-11-10;2021;11;10;58;NA;24;NA;NA;36
2021-11-11;2021;11;11;58;NA;33;NA;NA;25
2021-11-12;2021;11;12;58;NA;26;NA;NA;32
2021-11-13;2021;11;13;58;NA;22;NA;NA;28
2021-11-14;2021;11;14;58;NA;20;NA;NA;30
2021-11-15;2021;11;15;58;NA;21;NA;NA;37
2021-11-16;2021;11;16;58;NA;20;NA;NA;28
2021-11-17;2021;11;17;58;NA;18;NA;NA;38
2021-11-18;2021;11;18;58;NA;22;NA;NA;30
2021-11-19;2021;11;19;58;NA;20;NA;NA;45
2021-11-20;2021;11;20;58;NA;10;NA;NA;56
2021-11-21;2021;11;21;58;NA;15;NA;NA;29
2021-11-22;2021;11;22;58;NA;14;NA;NA;27
2021-11-23;2021;11;23;58;NA;21;NA;NA;28
2021-11-24;2021;11;24;58;NA;15;NA;NA;22
2021-11-25;2021;11;25;58;NA;24;NA;NA;19
2021-11-26;2021;11;26;58;NA;22;NA;NA;25
2021-11-27;2021;11;27;58;NA;7;NA;NA;68
2021-11-28;2021;11;28;58;NA;4;NA;NA;75
2021-11-29;2021;11;29;58;NA;8;NA;NA;69
2021-11-30;2021;11;30;58;NA;25;NA;NA;25
2021-12-01;2021;12;1;58;NA;22;NA;NA;27
2021-12-02;2021;12;2;58;NA;16;NA;NA;52
2021-12-03;2021;12;3;58;NA;25;NA;NA;30
2021-12-04;2021;12;4;58;NA;15;NA;NA;40
2021-12-05;2021;12;5;58;NA;4;NA;NA;79
2021-12-06;2021;12;6;58;NA;8;NA;NA;67
2021-12-07;2021;12;7;58;NA;16;NA;NA;29
2021-12-08;2021;12;8;58;NA;4;NA;NA;78
2021-12-09;2021;12;9;58;NA;6;NA;NA;73
2021-12-10;2021;12;10;58;NA;6;NA;NA;75
2021-12-11;2021;12;11;58;NA;21;NA;NA;46
2021-12-12;2021;12;12;58;NA;19;NA;NA;19
2021-12-13;2021;12;13;58;NA;24;NA;NA;19
2021-12-14;2021;12;14;58;NA;21;NA;NA;23
2021-12-15;2021;12;15;58;NA;28;NA;NA;21
2021-12-16;2021;12;16;58;NA;40;NA;NA;14
2021-12-17;2021;12;17;58;NA;30;NA;NA;20
2021-12-18;2021;12;18;58;NA;17;NA;NA;34
2021-12-19;2021;12;19;58;NA;16;NA;NA;36
2021-12-20;2021;12;20;58;NA;20;NA;NA;15
2021-12-21;2021;12;21;58;NA;21;NA;NA;12
2021-12-22;2021;12;22;58;NA;26;NA;NA;10
2021-12-23;2021;12;23;58;NA;33;NA;NA;9
2021-12-24;2021;12;24;58;NA;21;NA;NA;18
2021-12-25;2021;12;25;58;NA;14;NA;NA;38
2021-12-26;2021;12;26;58;NA;9;NA;NA;37
2021-12-27;2021;12;27;58;NA;5;NA;NA;61
